depth,variance,l2_norm
1,0.054953579571792276,0.8550636602424441
2,0.05391103357364782,1.1522976214778542
3,0.013300773493148572,0.6967304784822917
5,0.008311152472024963,0.7062534382102401
8,0.0022606375746460103,0.4663625611213943
12,0.0004777819843035109,0.2625104761472144
