depth,mean_variance,std_variance
1,0.036285705424665304,0.015397187766570085
2,0.03817894549241167,0.02103557314349831
3,0.032186652763474585,0.011137648167937175
5,0.018189641878613987,0.00510683066499523
8,0.0213287469694673,0.0054493687328933055
12,0.026939822641944278,0.005091101130092492
