depth,variance,l2_norm
1,0.0012742906411247767,0.13501186665243115
2,0.042946659629840324,1.0162199680951525
3,0.02150617451809064,0.885006773479001
5,0.013561924315466616,0.9023643534443576
8,0.01472495045312372,1.1905906070889207
12,0.021416310887939757,1.7599058769537241
